Time	MS	Frame Number	Direction	Event	All-Latitude	All-Longitude	All-Speed (km/h)	All-Scanned ARFCN[0]	All-Scanned RxLev (dBm)[0]	All-Scanned ARFCN[1]	All-Scanned RxLev (dBm)[1]	All-Scanned ARFCN[2]	All-Scanned RxLev (dBm)[2]	All-Scanned ARFCN[3]	All-Scanned RxLev (dBm)[3]	All-Scanned ARFCN[4]	All-Scanned RxLev (dBm)[4]	All-Scanned ARFCN[5]	All-Scanned RxLev (dBm)[5]	All-Scanned ARFCN[6]	All-Scanned RxLev (dBm)[6]	All-Scanned ARFCN[7]	All-Scanned RxLev (dBm)[7]	All-Scanned ARFCN[8]	All-Scanned RxLev (dBm)[8]	All-Scanned ARFCN[9]	All-Scanned RxLev (dBm)[9]	All-Scanned ARFCN[10]	All-Scanned RxLev (dBm)[10]	All-Scanned ARFCN[11]	All-Scanned RxLev (dBm)[11]	All-Scanned ARFCN[12]	All-Scanned RxLev (dBm)[12]	All-Scanned ARFCN[13]	All-Scanned RxLev (dBm)[13]	All-Scanned ARFCN[14]	All-Scanned RxLev (dBm)[14]	All-Scanned ARFCN[15]	All-Scanned RxLev (dBm)[15]	All-Scanned ARFCN[16]	All-Scanned RxLev (dBm)[16]	All-Scanned ARFCN[17]	All-Scanned RxLev (dBm)[17]	All-Scanned ARFCN[18]	All-Scanned RxLev (dBm)[18]	All-Scanned ARFCN[19]	All-Scanned RxLev (dBm)[19]	All-Scanned ARFCN[20]	All-Scanned RxLev (dBm)[20]	All-Scanned ARFCN[21]	All-Scanned RxLev (dBm)[21]	All-Scanned ARFCN[22]	All-Scanned RxLev (dBm)[22]	All-Scanned ARFCN[23]	All-Scanned RxLev (dBm)[23]	All-Scanned ARFCN[24]	All-Scanned RxLev (dBm)[24]	All-Scanned ARFCN[25]	All-Scanned RxLev (dBm)[25]	All-Scanned ARFCN[26]	All-Scanned RxLev (dBm)[26]	All-Scanned ARFCN[27]	All-Scanned RxLev (dBm)[27]	All-Scanned ARFCN[28]	All-Scanned RxLev (dBm)[28]	All-Scanned ARFCN[29]	All-Scanned RxLev (dBm)[29]	All-Scanned ARFCN[30]	All-Scanned RxLev (dBm)[30]	All-Scanned ARFCN[31]	All-Scanned RxLev (dBm)[31]	All-Scanned ARFCN[32]	All-Scanned RxLev (dBm)[32]	All-Scanned ARFCN[33]	All-Scanned RxLev (dBm)[33]	All-Scanned ARFCN[34]	All-Scanned RxLev (dBm)[34]	All-Scanned ARFCN[35]	All-Scanned RxLev (dBm)[35]	All-Scanned ARFCN[36]	All-Scanned RxLev (dBm)[36]	All-Scanned ARFCN[37]	All-Scanned RxLev (dBm)[37]	All-Scanned ARFCN[38]	All-Scanned RxLev (dBm)[38]	All-Scanned ARFCN[39]	All-Scanned RxLev (dBm)[39]	
15:33:45.95	MS1	0																																																																																						
15:33:46.06	MS1	0																																																																																						
15:33:46.06	MS1	0	DL																																																																																					
15:33:46.06	MS1	0																																																																																						
15:33:46.06	MS1	0	DL																																																																																					
15:33:46.17	MS1	0																																																																																						
15:33:46.17	MS1	0	DL																																																																																					
15:33:46.28	MS1	0																																																																																						
15:33:46.39	MS1	0																																																																																						
15:33:46.39	MS1	0	DL																																																																																					
15:33:46.39	MS1	0																																																																																						
15:33:46.39	MS1	0	DL																																																																																					
15:33:46.50	MS1	0																																																																																						
15:33:46.50	MS1	0																																																																																						
15:33:46.50	MS1	0	DL																																																																																					
15:33:46.61	MS1	0																																																																																						
15:33:46.61	MS1	0	DL																																																																																					
15:33:46.61	MS1	0																																																																																						
15:33:46.61	MS1	0																																																																																						
15:33:46.75	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:46.75	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:46.83	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:46.83	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:46.83	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:46.83	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:46.95	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:46.95	MS1	0	DL		9.959268333	-84.07838833																																																																																		
15:33:47.04	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:47.04	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:47.04	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:47.04	MS1	0	DL		9.959268333	-84.07838833																																																																																		
15:33:47.15	MS1	0			9.959268333	-84.07838833																																																																																		
15:33:47.15	MS1	0	DL		9.959268333	-84.07838833																																																																																		
15:33:47.26	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.26	MS1	0	DL		9.959268333	-84.07838833	17																																																																																	
15:33:47.39	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.39	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.48	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.48	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.48	MS1	0	DL		9.959268333	-84.07838833	17																																																																																	
15:33:47.59	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.59	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.59	MS1	0	DL		9.959268333	-84.07838833	17																																																																																	
15:33:47.70	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.70	MS1	0	DL		9.959268333	-84.07838833	17																																																																																	
15:33:47.70	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.70	MS1	0			9.959268333	-84.07838833	17																																																																																	
15:33:47.70	MS1	0	DL		9.959268333	-84.07838833	17																																																																																	
15:33:47.81	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:47.81	MS1	0	DL		9.959221667	-84.07839	19																																																																																	
15:33:47.81	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:47.92	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:47.92	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:47.92	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:47.92	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.03	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.03	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.14	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.14	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.14	MS1	0	DL		9.959221667	-84.07839	19																																																																																	
15:33:48.14	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.25	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.25	MS1	0	DL		9.959221667	-84.07839	19																																																																																	
15:33:48.25	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.35	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.35	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.35	MS1	0	DL		9.959221667	-84.07839	19																																																																																	
15:33:48.46	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.46	MS1	0	DL		9.959221667	-84.07839	19																																																																																	
15:33:48.46	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.46	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.46	MS1	0	DL		9.959221667	-84.07839	19																																																																																	
15:33:48.57	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.57	MS1	0			9.959221667	-84.07839	19																																																																																	
15:33:48.84	MS1	0			9.959173333	-84.07839	19																																																																																	
15:33:48.84	MS1	0	DL		9.959173333	-84.07839	19																																																																																	
